stock_code,start_date,sw_level_1,sw_level_2,sw_level_3
300465,2021-07-30,计算机,软件开发,垂直应用软件
300466,2015-01-25,电力设备,,
300466,2021-07-30,电力设备,电网设备,电工仪器仪表
300466,2022-07-29,机械设备,通用设备,其他通用设备
300467,2015-05-25,通信,,
300467,2017-06-29,传媒,,
300467,2021-07-30,传媒,游戏Ⅱ,游戏Ⅲ
300468,2015-01-25,计算机,,
300468,2021-07-30,计算机,软件开发,垂直应用软件
300469,2015-06-15,计算机,,
300469,2021-07-30,计算机,软件开发,垂直应用软件
300470,2015-01-15,机械设备,通用设备,其他通用设备
300471,2015-06-15,机械设备,专用设备,其他专用设备
300472,2015-01-15,机械设备,专用设备,其他专用设备
300473,2015-01-15,汽车,,
300473,2021-07-30,汽车,汽车零部件,其他汽车零部件
300474,2016-04-07,国防军工,航天装备Ⅱ,航天装备Ⅲ
300474,2021-07-30,国防军工,军工电子Ⅱ,军工电子Ⅲ
300475,2015-01-15,家用电器,,
300475,2021-07-30,家用电器,家电零部件Ⅱ,家电零部件Ⅲ
300475,2022-05-20,电子,其他电子Ⅱ,其他电子Ⅲ
300476,2015-01-15,电子,元件,印制电路板
300477,2015-01-15,电力设备,,
300477,2021-07-30,电力设备,电网设备,输变电设备
300478,2015-01-15,基础化工,塑料,其他塑料制品
300478,2021-07-30,基础化工,塑料,改性塑料
300479,2015-01-15,计算机,,
300479,2021-07-30,计算机,计算机设备,其他计算机设备
300480,2015-01-18,机械设备,专用设备,能源及重型设备
300481,2015-01-18,基础化工,化学制品,其他化学制品
300481,2021-07-30,电子,电子化学品Ⅱ,电子化学品Ⅲ
300482,2015-01-16,医药生物,,
300482,2021-07-30,医药生物,医疗器械,体外诊断
300483,2015-01-18,机械设备,专用设备,其他专用设备
300483,2021-07-30,公用事业,燃气Ⅱ,燃气Ⅲ
300484,2016-04-18,电力设备,,
300484,2021-07-30,机械设备,自动化设备,工控设备
300485,2015-01-16,医药生物,化学制药,化学制剂
300485,2017-06-29,医药生物,,
300485,2021-07-30,医药生物,生物制品,其他生物制品
300486,2015-06-18,机械设备,专用设备,其他专用设备
300486,2021-07-30,机械设备,自动化设备,其他自动化设备
300487,2015-01-18,基础化工,化学制品,其他化学制品
300487,2021-07-30,基础化工,塑料,合成树脂
300488,2015-06-18,机械设备,,
300488,2021-07-30,机械设备,通用设备,金属制品
300489,2015-01-18,有色金属,,
300489,2019-07-24,有色金属,金属新材料,其他金属新材料
300489,2021-07-30,有色金属,工业金属,铝
300489,2022-07-29,机械设备,自动化设备,激光设备
300490,2016-01-07,电力设备,,
300490,2021-07-30,电力设备,电网设备,电网自动化设备
300491,2016-01-05,电力设备,,
300491,2021-07-30,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ
300492,2015-11-05,建筑装饰,,
300492,2018-07-13,建筑装饰,房屋建设Ⅱ,房屋建设Ⅲ
300492,2021-07-30,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300493,2015-12-23,电子,,
300493,2021-07-30,电子,其他电子Ⅱ,其他电子Ⅲ
300494,2016-01-07,传媒,,
300494,2021-07-30,传媒,游戏Ⅱ,游戏Ⅲ
300495,2015-07-01,建筑装饰,,
300495,2021-07-30,建筑装饰,基础建设,园林工程
300496,2015-12-23,计算机,,
300496,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
300497,2015-12-24,医药生物,化学制药,原料药
300498,2015-11-02,农林牧渔,,
300498,2021-07-30,农林牧渔,养殖业,生猪养殖
300499,2016-02-03,机械设备,专用设备,其他专用设备
300500,2016-02-03,建筑装饰,房屋建设Ⅱ,房屋建设Ⅲ
300500,2021-07-30,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300501,2016-02-04,轻工制造,,
300501,2021-07-30,轻工制造,包装印刷,综合包装
300502,2016-03-04,电子,其他电子Ⅱ,其他电子Ⅲ
300502,2018-07-13,通信,,
300502,2021-07-30,通信,通信设备,通信网络设备及器件
300503,2016-03-04,机械设备,通用设备,其他通用设备
300504,2018-04-03,通信,,
300504,2021-07-30,通信,通信设备,通信终端及配件
300505,2016-03-23,基础化工,,
300505,2021-07-30,基础化工,农化制品,磷肥及磷化工
300506,2016-04-18,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
300507,2016-04-18,汽车,,
300507,2021-07-30,汽车,汽车零部件,底盘与发动机系统
300508,2016-04-24,计算机,,
300508,2021-07-30,计算机,计算机设备,其他计算机设备
300509,2016-04-18,机械设备,专用设备,印刷包装机械
300510,2016-04-24,电力设备,,
300510,2021-07-30,电力设备,电网设备,电网自动化设备
300511,2016-04-18,农林牧渔,种植业,粮食种植
300511,2021-07-30,农林牧渔,种植业,食用菌
300512,2016-05-09,机械设备,专用设备,印刷包装机械
300513,2016-05-25,计算机,,
300513,2019-07-24,通信,,
300513,2021-07-30,通信,通信服务,通信工程及服务
300514,2017-04-19,电力设备,,
300514,2021-07-30,电力设备,电网设备,电工仪器仪表
300515,2016-05-25,机械设备,,
300515,2021-07-30,机械设备,通用设备,仪器仪表
300516,2016-05-25,电子,其他电子Ⅱ,其他电子Ⅲ
300517,2016-06-24,建筑装饰,专业工程,钢结构
300518,2016-06-24,传媒,,
300518,2021-07-30,传媒,游戏Ⅱ,游戏Ⅲ
300518,2022-07-29,商贸零售,互联网电商,电商服务
300519,2016-06-24,医药生物,中药Ⅱ,中药Ⅲ
300520,2016-06-24,计算机,,
300520,2021-07-30,计算机,软件开发,垂直应用软件
300521,2016-06-24,机械设备,专用设备,印刷包装机械
300522,2016-06-24,基础化工,化学原料,其他化学原料
300522,2018-07-13,基础化工,化学制品,涂料油墨
300523,2016-07-18,计算机,,
300523,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
300525,2016-07-18,计算机,,
300525,2021-07-30,计算机,软件开发,垂直应用软件
300526,2016-07-18,纺织服饰,,
300526,2021-07-30,纺织服饰,服装家纺,鞋帽及其他
300527,2016-07-18,国防军工,航空装备Ⅱ,航空装备Ⅲ
300527,2018-07-13,国防军工,地面兵装Ⅱ,地面兵装Ⅲ
300528,2016-08-04,传媒,,
300528,2021-07-30,传媒,影视院线,院线
300529,2016-07-18,医药生物,,
300529,2021-07-30,医药生物,医疗器械,医疗耗材
300530,2016-08-04,基础化工,化学制品,其他化学制品
300531,2016-08-04,通信,,
300531,2021-07-30,计算机,计算机设备,其他计算机设备
300532,2016-08-04,计算机,,
300532,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
300533,2016-08-04,传媒,,
300533,2021-07-30,传媒,游戏Ⅱ,游戏Ⅲ
300534,2016-09-07,医药生物,中药Ⅱ,中药Ⅲ
300535,2016-08-04,基础化工,化学制品,纺织化学制品
300535,2021-07-30,基础化工,化学制品,其他化学制品
300536,2016-08-23,建筑装饰,,
300536,2021-07-30,建筑装饰,基础建设,园林工程
300537,2016-08-23,基础化工,化学制品,涂料油墨
300537,2021-07-30,电子,电子化学品Ⅱ,电子化学品Ⅲ
300538,2016-08-23,交通运输,,
300538,2018-07-13,基础化工,塑料,改性塑料
300539,2016-08-23,基础化工,橡胶,其他橡胶制品
300539,2017-06-29,基础化工,塑料,其他塑料制品
300540,2016-08-23,机械设备,通用设备,其他通用设备
300540,2017-06-29,机械设备,专用设备,其他专用设备
300541,2016-09-07,计算机,,
300541,2019-07-24,计算机,,
300541,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
300542,2016-09-07,计算机,,
300542,2021-07-30,计算机,软件开发,垂直应用软件
300543,2016-09-07,电子,,
300543,2021-07-30,电子,消费电子,消费电子零部件及组装
300545,2016-10-12,电子,光学光电子,面板
300546,2016-10-12,计算机,,
300546,2017-06-29,计算机,,
300546,2021-07-30,计算机,计算机设备,其他计算机设备
300547,2016-10-12,建筑材料,装修建材,其他建材
300547,2017-06-29,汽车,,
300547,2021-07-30,汽车,汽车零部件,底盘与发动机系统
300548,2016-10-12,通信,,
300548,2021-07-30,通信,通信设备,通信网络设备及器件
300549,2016-10-12,机械设备,通用设备,磨具磨料
300549,2017-06-29,机械设备,专用设备,其他专用设备
300550,2016-10-17,计算机,,
300550,2021-07-30,计算机,软件开发,垂直应用软件
300551,2016-10-17,机械设备,专用设备,其他专用设备
300551,2021-05-18,计算机,,
300551,2021-07-30,计算机,计算机设备,其他计算机设备
300552,2016-10-17,计算机,,
300552,2021-07-30,计算机,计算机设备,其他计算机设备
300553,2016-10-17,机械设备,,
300553,2021-07-30,机械设备,通用设备,仪器仪表
300554,2017-04-19,机械设备,通用设备,磨具磨料
300555,2016-10-17,通信,,
300555,2021-07-30,通信,通信设备,通信终端及配件
300556,2016-10-28,计算机,,
300556,2021-07-30,计算机,软件开发,垂直应用软件
300557,2016-10-28,机械设备,,
300557,2021-07-30,机械设备,通用设备,仪器仪表
300558,2016-10-28,医药生物,化学制药,化学制剂
300559,2016-10-28,计算机,,
300559,2021-07-30,计算机,软件开发,垂直应用软件
300560,2016-10-28,通信,,
300560,2021-07-30,通信,通信服务,通信工程及服务
300561,2016-11-06,计算机,,
300561,2021-07-30,计算机,软件开发,垂直应用软件
300562,2016-11-06,医药生物,,
300562,2021-07-30,医药生物,医疗器械,医疗设备
300563,2016-11-06,通信,,
300563,2021-07-30,通信,通信设备,通信线缆及配套
300564,2019-10-28,建筑装饰,房屋建设Ⅱ,房屋建设Ⅲ
300564,2021-07-30,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300565,2016-11-06,通信,,
300565,2017-06-29,通信,,
300565,2021-07-30,通信,通信设备,通信网络设备及器件
300566,2016-11-06,电子,元件,被动元件
300566,2017-06-29,电子,光学光电子,光学元件
300567,2016-12-01,机械设备,,
300567,2021-07-30,机械设备,通用设备,仪器仪表
300568,2016-12-01,基础化工,化学原料,其他化学原料
300568,2017-06-29,基础化工,化学制品,其他化学制品
300568,2021-07-30,电力设备,电池,电池化学品
300569,2016-12-01,电力设备,,
300569,2021-07-30,电力设备,风电设备,风电零部件
300570,2016-12-01,通信,,
300570,2021-07-30,通信,通信设备,通信网络设备及器件
300571,2016-12-01,通信,,
300571,2019-07-24,通信,,
300571,2021-07-30,通信,通信服务,通信应用增值服务
300572,2016-12-01,机械设备,,
300572,2021-07-30,社会服务,专业服务,检测服务
300573,2016-12-01,医药生物,,
300573,2018-07-13,医药生物,化学制药,化学制剂
300575,2016-12-11,基础化工,,
300575,2021-07-30,基础化工,农化制品,农药
300576,2016-12-11,基础化工,化学制品,涂料油墨
300576,2021-07-30,电子,电子化学品Ⅱ,电子化学品Ⅲ
300577,2016-12-11,纺织服饰,纺织制造,其他纺织
300577,2021-07-30,纺织服饰,服装家纺,鞋帽及其他
300578,2017-01-14,通信,,
300578,2021-07-30,通信,通信服务,通信应用增值服务
300579,2016-12-11,计算机,,
300579,2021-07-30,计算机,软件开发,垂直应用软件
300580,2016-12-11,汽车,,
300580,2021-07-30,汽车,汽车零部件,底盘与发动机系统
300581,2016-12-11,国防军工,航天装备Ⅱ,航天装备Ⅲ
300581,2017-06-29,国防军工,航空装备Ⅱ,航空装备Ⅲ
300582,2016-12-11,电子,光学光电子,LED
300583,2016-12-25,医药生物,化学制药,原料药
300584,2017-01-05,医药生物,化学制药,化学制剂
300585,2016-12-19,汽车,,
300585,2021-07-30,汽车,汽车零部件,底盘与发动机系统
300586,2016-12-19,基础化工,塑料,改性塑料
300586,2017-06-29,基础化工,塑料,其他塑料制品
300586,2021-07-30,基础化工,塑料,改性塑料
300587,2016-12-19,基础化工,橡胶,其他橡胶制品
300588,2016-12-19,计算机,,
300588,2021-07-30,计算机,计算机设备,安防设备
300589,2017-01-05,国防军工,航海装备Ⅱ,航海装备Ⅲ
300590,2017-01-05,通信,,
300590,2021-07-30,通信,通信设备,通信终端及配件
300591,2016-12-25,纺织服饰,服装家纺,鞋帽及其他
300592,2017-01-05,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
300592,2022-07-08,商贸零售,互联网电商,跨境电商
300593,2016-12-25,电力设备,,
300593,2021-07-30,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ
300594,2019-06-06,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
300595,2017-01-14,医药生物,,
300595,2021-07-30,医药生物,医疗器械,医疗耗材
300596,2017-01-05,基础化工,化学制品,其他化学制品
300596,2021-07-30,基础化工,塑料,其他塑料制品
300596,2022-07-29,基础化工,化学制品,其他化学制品
300597,2017-01-14,通信,,
300597,2021-07-30,通信,通信服务,通信工程及服务
300598,2017-01-14,计算机,,
300598,2021-07-30,计算机,软件开发,垂直应用软件
300599,2017-01-14,建筑材料,装修建材,管材
300600,2017-01-14,电力设备,,
300600,2017-06-27,国防军工,航海装备Ⅱ,航海装备Ⅲ
300601,2017-01-14,医药生物,,
300601,2021-07-30,医药生物,生物制品,疫苗
300602,2017-01-14,电子,,
300602,2021-07-30,电子,消费电子,消费电子零部件及组装
300603,2017-01-14,通信,,
300603,2021-07-30,通信,通信服务,通信应用增值服务
300603,2022-07-29,通信,通信服务,通信工程及服务
300604,2017-04-05,电子,,
300604,2017-06-29,机械设备,专用设备,其他专用设备
300604,2021-07-30,电子,半导体,半导体设备
300605,2017-01-14,计算机,,
300605,2021-07-30,计算机,软件开发,垂直应用软件
300606,2017-01-14,机械设备,通用设备,磨具磨料
300607,2017-01-24,机械设备,通用设备,其他通用设备
300607,2021-07-30,机械设备,自动化设备,机器人
300608,2017-01-24,计算机,,
300608,2021-07-30,计算机,软件开发,垂直应用软件
300609,2017-01-19,计算机,,
300609,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
300610,2017-01-19,基础化工,化学制品,其他化学制品
300610,2021-07-30,基础化工,塑料,其他塑料制品
300610,2022-07-29,基础化工,化学制品,其他化学制品
300611,2017-02-08,汽车,,
300611,2021-07-30,汽车,汽车零部件,底盘与发动机系统
300612,2017-02-08,传媒,,
300612,2021-07-30,传媒,广告营销,营销代理
300613,2017-02-08,电子,,
300613,2021-07-30,电子,半导体,数字芯片设计
300614,2021-05-08,公用事业,,
300614,2021-07-30,环保,环境治理,固废治理
300615,2017-02-08,通信,,
300615,2021-07-30,通信,通信设备,通信终端及配件
300616,2017-02-14,轻工制造,,
300616,2021-07-30,轻工制造,家居用品,定制家居
300617,2017-02-14,电力设备,,
300617,2021-07-30,电力设备,电网设备,线缆部件及其他
300618,2017-02-24,有色金属,小金属,其他小金属
300618,2021-07-30,有色金属,能源金属,钴
300619,2017-02-14,机械设备,专用设备,其他专用设备
300619,2021-07-30,电力设备,电池,锂电专用设备
300620,2017-02-24,通信,,
300620,2021-07-30,通信,通信设备,通信网络设备及器件
300621,2017-02-24,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
300622,2017-02-24,商贸零售,专业连锁Ⅱ,专业连锁Ⅲ
300623,2017-02-24,电子,半导体,分立器件
300624,2018-01-07,计算机,,
300624,2021-07-30,计算机,软件开发,横向通用软件
300625,2017-03-01,电子,光学光电子,LED
300625,2021-07-30,家用电器,照明设备Ⅱ,照明设备Ⅲ
300626,2017-03-10,电力设备,电机Ⅱ,电机Ⅲ
300627,2017-03-10,计算机,,
300627,2019-07-24,通信,,
300627,2021-07-30,国防军工,军工电子Ⅱ,军工电子Ⅲ
300627,2021-12-03,通信,通信设备,通信终端及配件
300628,2017-03-10,通信,,
300628,2019-07-24,通信,,
300628,2021-07-30,通信,通信设备,通信终端及配件
300629,2017-03-10,机械设备,通用设备,磨具磨料
300629,2022-07-29,国防军工,军工电子Ⅱ,军工电子Ⅲ
300630,2017-03-10,医药生物,化学制药,化学制剂
300631,2017-03-10,公用事业,,
300631,2021-07-30,环保,环保设备Ⅱ,环保设备Ⅲ
300632,2017-03-18,电子,光学光电子,LED
300633,2017-03-18,医药生物,,
300633,2021-07-30,医药生物,医疗器械,医疗设备
300634,2018-04-03,计算机,,
300634,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
300635,2017-03-18,建筑装饰,,
300635,2017-06-29,建筑装饰,专业工程,其他专业工程
300635,2021-07-30,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300636,2017-03-18,医药生物,化学制药,原料药
300637,2017-03-30,基础化工,化学制品,其他化学制品
300637,2021-07-30,电子,电子化学品Ⅱ,电子化学品Ⅲ
300637,2022-07-29,基础化工,化学制品,其他化学制品
300638,2017-03-30,通信,,
300638,2021-07-30,通信,通信设备,通信终端及配件
300639,2017-03-30,医药生物,,
300639,2021-07-30,医药生物,医疗器械,体外诊断
300640,2017-04-05,轻工制造,,
300640,2017-06-29,轻工制造,,
300640,2021-07-30,轻工制造,家居用品,其他家居用品
300641,2017-03-30,基础化工,化学制品,其他化学制品
300642,2017-04-19,医药生物,,
300642,2021-07-30,医药生物,医疗器械,体外诊断
300643,2017-04-19,汽车,,
300643,2021-07-30,汽车,汽车零部件,其他汽车零部件
300644,2018-01-29,基础化工,塑料,改性塑料
300645,2017-04-19,计算机,,
300645,2021-07-30,计算机,计算机设备,其他计算机设备
300646,2017-04-19,基础化工,化学制品,其他化学制品
300647,2017-04-19,电子,,
300647,2021-07-30,电子,消费电子,消费电子零部件及组装
300648,2017-04-19,机械设备,,
300648,2021-07-30,电力设备,电池,锂电专用设备
300649,2017-05-04,建筑装饰,,
300649,2021-07-30,建筑装饰,基础建设,园林工程
300650,2017-05-04,电子,光学光电子,LED
300650,2022-07-29,电子,其他电子Ⅱ,其他电子Ⅲ
300651,2017-05-04,轻工制造,,
300651,2021-07-30,社会服务,体育Ⅱ,体育Ⅲ
300651,2023-07-06,轻工制造,,
300652,2017-05-04,汽车,,
300652,2021-07-30,汽车,汽车零部件,轮胎轮毂
300653,2017-05-04,医药生物,,
300653,2019-07-24,医药生物,,
300653,2021-07-30,医药生物,医疗器械,医疗耗材
300654,2017-09-07,传媒,,
300654,2021-07-30,传媒,出版,教育出版
300655,2017-05-04,基础化工,化学原料,其他化学原料
300655,2021-07-30,电子,电子化学品Ⅱ,电子化学品Ⅲ
300656,2017-05-11,电子,其他电子Ⅱ,其他电子Ⅲ
300657,2017-05-04,电子,,
300657,2018-07-13,电子,元件,印制电路板
300658,2017-05-11,纺织服饰,纺织制造,其他纺织
300658,2021-07-30,美容护理,个护用品,生活用纸
300659,2017-05-11,计算机,,
300659,2021-07-30,计算机,计算机设备,其他计算机设备
300660,2017-05-22,电力设备,电机Ⅱ,电机Ⅲ
300661,2017-05-22,电子,,
300661,2021-07-30,电子,半导体,模拟芯片设计
300662,2017-05-22,社会服务,,
300662,2021-07-30,社会服务,专业服务,人力资源服务
300663,2017-05-22,计算机,,
300663,2021-07-30,计算机,软件开发,垂直应用软件
300664,2017-12-20,公用事业,,
300664,2021-07-30,环保,环境治理,水务及水治理
300665,2017-06-05,基础化工,化学制品,涂料油墨
300666,2017-06-05,有色金属,,
300666,2019-07-24,电子,半导体,半导体材料
300667,2017-06-15,电力设备,,
300667,2018-07-13,机械设备,,
300667,2021-07-30,机械设备,通用设备,仪器仪表
300668,2017-06-05,建筑装饰,房屋建设Ⅱ,房屋建设Ⅲ
300668,2021-07-30,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300669,2017-06-15,机械设备,专用设备,楼宇设备
300670,2017-06-15,电力设备,,
300670,2021-07-30,电力设备,电网设备,配电设备
300671,2017-06-15,电子,,
300671,2021-07-30,电子,半导体,模拟芯片设计
300672,2017-06-28,电子,,
300672,2021-07-30,电子,半导体,数字芯片设计
300673,2017-07-12,农林牧渔,,
300673,2021-07-30,农林牧渔,饲料,宠物食品
300674,2018-10-30,计算机,,
300674,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
300675,2017-06-28,建筑装饰,房屋建设Ⅱ,房屋建设Ⅲ
300675,2021-07-30,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300676,2017-06-28,医药生物,,
300676,2021-07-30,医药生物,医疗器械,体外诊断
300676,2022-07-29,医药生物,医疗服务,诊断服务
300677,2017-07-12,医药生物,,
300677,2021-07-30,医药生物,医疗器械,医疗耗材
300678,2017-07-12,计算机,,
300678,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
300679,2017-07-26,电子,,
300679,2021-07-30,电子,消费电子,消费电子零部件及组装
300680,2017-07-26,汽车,,
300680,2021-07-30,汽车,汽车零部件,底盘与发动机系统
300681,2017-07-26,电力设备,,
300681,2018-07-13,汽车,,
300681,2021-07-30,汽车,汽车零部件,汽车电子电气系统
300682,2017-07-26,计算机,,
300682,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
300683,2017-07-26,医药生物,,
300683,2021-07-30,医药生物,生物制品,其他生物制品
300684,2017-12-08,基础化工,化学制品,其他化学制品
300684,2020-07-30,电子,,
300684,2021-07-30,电子,消费电子,消费电子零部件及组装
300684,2022-07-29,电子,电子化学品Ⅱ,电子化学品Ⅲ
300685,2017-07-26,医药生物,,
300685,2019-07-24,医药生物,,
300685,2021-07-30,医药生物,医疗器械,体外诊断
300686,2017-07-26,电子,,
300686,2021-07-30,电子,消费电子,消费电子零部件及组装
300687,2017-07-26,计算机,,
300687,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
300688,2017-08-07,综合,综合Ⅱ,综合Ⅲ
300688,2021-07-30,社会服务,教育,培训教育
300689,2017-08-07,通信,,
300689,2021-07-30,通信,通信设备,通信终端及配件
300690,2017-08-07,基础化工,化学制品,其他化学制品
300690,2021-07-30,电力设备,风电设备,风电零部件
300691,2017-08-07,电子,光学光电子,光学元件
300691,2021-07-30,计算机,计算机设备,安防设备
300692,2017-08-07,公用事业,,
300692,2021-07-30,环保,环境治理,水务及水治理
300693,2017-08-07,电力设备,,
300693,2021-07-30,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ
300694,2018-10-12,汽车,,
300694,2021-07-30,汽车,汽车零部件,底盘与发动机系统
300695,2017-08-15,汽车,,
300695,2021-07-30,汽车,汽车零部件,轮胎轮毂
300696,2017-08-15,国防军工,航空装备Ⅱ,航空装备Ⅲ
300697,2017-08-26,有色金属,工业金属,铜
300698,2017-08-15,通信,,
300698,2021-07-30,通信,通信设备,通信网络设备及器件
300699,2017-08-23,基础化工,化学纤维,其他化学纤维
300699,2021-07-30,国防军工,航空装备Ⅱ,航空装备Ⅲ
300700,2017-08-26,机械设备,通用设备,磨具磨料
300701,2017-09-07,电子,光学光电子,光学元件
300702,2017-09-07,医药生物,化学制药,化学制剂
300702,2021-07-30,医药生物,化学制药,原料药
300703,2017-09-07,轻工制造,,
300703,2021-07-30,轻工制造,文娱用品,文化用品
300705,2017-09-21,医药生物,化学制药,化学制剂
300706,2017-09-21,有色金属,,
300706,2019-07-24,电子,半导体,半导体材料
300707,2017-09-25,汽车,,
300707,2021-07-30,汽车,汽车零部件,其他汽车零部件
300708,2017-09-25,电子,光学光电子,LED
300709,2017-09-25,电子,,
300709,2021-07-30,电子,消费电子,消费电子零部件及组装
300710,2017-10-10,通信,,
300710,2021-07-30,通信,通信设备,通信网络设备及器件
300711,2017-10-30,通信,,
300711,2021-07-30,通信,通信设备,其他通信设备
300712,2017-10-30,建筑装饰,,
300712,2021-07-30,建筑装饰,专业工程,其他专业工程
300713,2017-10-30,电力设备,,
300713,2021-07-30,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ
300715,2017-10-30,建筑材料,装修建材,其他建材
300715,2021-07-30,建筑材料,装修建材,防水材料
300716,2017-10-30,基础化工,塑料,改性塑料
300717,2017-11-08,基础化工,塑料,其他塑料制品
300718,2017-10-30,机械设备,,
300718,2021-07-30,机械设备,工程机械,工程机械器件
300719,2017-10-30,国防军工,航空装备Ⅱ,航空装备Ⅲ
300720,2017-11-08,机械设备,,
300720,2021-07-30,机械设备,通用设备,仪器仪表
300721,2017-11-08,基础化工,化学制品,其他化学制品
300722,2017-11-08,国防军工,航天装备Ⅱ,航天装备Ⅲ
300723,2017-11-08,医药生物,化学制药,化学制剂
300724,2018-08-09,机械设备,专用设备,其他专用设备
300724,2021-07-30,电力设备,光伏设备,光伏加工设备
300725,2017-11-08,医药生物,化学制药,原料药
300725,2021-07-30,医药生物,医疗服务,医疗研发外包
300726,2017-11-08,电子,元件,被动元件
300726,2021-07-30,国防军工,军工电子Ⅱ,军工电子Ⅲ
300727,2017-11-21,基础化工,化学制品,纺织化学制品
300727,2021-07-30,基础化工,化学制品,有机硅
300728,2017-11-21,基础化工,,
300729,2017-11-21,轻工制造,,
300729,2019-07-24,轻工制造,,
300729,2021-07-30,轻工制造,家居用品,其他家居用品
300730,2017-11-21,计算机,,
300730,2021-07-30,计算机,软件开发,垂直应用软件
300731,2017-11-21,有色金属,,
300731,2019-07-24,基础化工,橡胶,其他橡胶制品
300732,2017-12-08,建筑装饰,,
300732,2021-07-30,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300733,2017-12-08,汽车,,
300733,2021-07-30,汽车,汽车零部件,底盘与发动机系统
300735,2017-12-20,电子,,
300735,2021-07-30,电子,消费电子,消费电子零部件及组装
300736,2018-01-07,电子,其他电子Ⅱ,其他电子Ⅲ
300737,2018-01-29,建筑材料,装修建材,其他建材
300737,2021-07-30,建筑材料,装修建材,防水材料
300738,2018-01-29,计算机,,
300738,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
300738,2023-07-06,通信,,
300739,2018-01-29,电子,元件,印制电路板
300740,2018-01-29,基础化工,,
300740,2021-07-30,美容护理,化妆品,品牌化妆品
300741,2018-02-12,食品饮料,食品加工,其他食品
300741,2021-07-30,基础化工,化学制品,食品及饲料添加剂
300742,2018-05-05,汽车,,
300742,2021-07-30,汽车,汽车零部件,底盘与发动机系统
300743,2018-04-03,基础化工,化学原料,氯碱
300743,2018-07-13,基础化工,化学制品,其他化学制品
300743,2021-07-30,计算机,计算机设备,其他计算机设备
300745,2018-05-05,电力设备,,
300745,2021-07-30,汽车,汽车零部件,其他汽车零部件
300745,2022-07-29,汽车,汽车零部件,汽车电子电气系统
300746,2018-05-28,建筑装饰,,
300746,2019-07-24,建筑装饰,房屋建设Ⅱ,房屋建设Ⅲ
300746,2021-07-30,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300747,2018-06-26,电子,其他电子Ⅱ,其他电子Ⅲ
300747,2021-07-30,机械设备,自动化设备,激光设备
300748,2018-09-18,有色金属,金属新材料,磁性材料
300749,2018-09-18,轻工制造,,
300749,2021-07-30,轻工制造,家居用品,定制家居
300750,2018-05-28,电力设备,,
300750,2021-07-30,电力设备,电池,锂电池
300751,2018-10-30,电力设备,,
300751,2019-03-07,机械设备,专用设备,其他专用设备
300751,2021-07-30,电力设备,光伏设备,光伏加工设备
300752,2018-11-28,电子,光学光电子,LED
300753,2018-11-28,医药生物,,
300753,2021-07-30,医药生物,医疗器械,医疗设备
300755,2018-12-21,商贸零售,专业连锁Ⅱ,专业连锁Ⅲ
300756,2018-12-27,机械设备,专用设备,其他专用设备
300756,2021-07-30,轻工制造,文娱用品,娱乐用品
300756,2022-07-29,机械设备,专用设备,其他专用设备
300757,2019-01-04,机械设备,专用设备,其他专用设备
300757,2021-07-30,机械设备,自动化设备,其他自动化设备
300758,2019-01-24,基础化工,化学制品,涂料油墨
300759,2019-01-24,医药生物,,
300759,2021-07-30,医药生物,医疗服务,医疗研发外包
300760,2018-09-19,医药生物,,
300760,2021-07-30,医药生物,医疗器械,医疗设备
300761,2019-02-18,农林牧渔,,
300761,2021-07-30,农林牧渔,养殖业,肉鸡养殖
300762,2019-03-06,国防军工,地面兵装Ⅱ,地面兵装Ⅲ
300762,2021-07-30,国防军工,军工电子Ⅱ,军工电子Ⅲ
300763,2019-03-18,电力设备,,
300763,2021-07-30,电力设备,光伏设备,逆变器
300765,2019-03-06,医药生物,化学制药,原料药
