stock_code,start_date,sw_level_1,sw_level_2,sw_level_3
002231,2021-10-29,国防军工,军工电子Ⅱ,军工电子Ⅲ
002232,2008-04-17,,,
002232,2011-10-10,,,
002232,2014-01-01,计算机,,
002232,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
002233,2008-04-24,,,
002233,2014-01-01,建筑材料,水泥,水泥制造
002234,2008-04-24,农林牧渔,,
002234,2008-06-02,农林牧渔,,
002234,2011-01-10,农林牧渔,,
002234,2021-07-30,农林牧渔,养殖业,肉鸡养殖
002235,2008-01-02,轻工制造,,
002235,2021-07-30,轻工制造,造纸,特种纸
002236,2008-05-20,,,
002236,2014-01-01,计算机,,
002236,2017-06-29,电子,,
002236,2021-07-30,计算机,计算机设备,安防设备
002237,2008-04-28,有色金属,,
002237,2014-01-01,有色金属,贵金属,黄金
002238,2008-04-30,,,
002238,2011-10-10,,,
002238,2014-01-01,传媒,,
002238,2021-07-30,传媒,电视广播Ⅱ,电视广播Ⅲ
002239,2008-04-30,纺织服饰,,
002239,2011-01-10,纺织服饰,,
002239,2017-05-26,汽车,,
002239,2021-07-30,汽车,汽车零部件,汽车电子电气系统
002240,2008-05-05,轻工制造,,
002240,2011-01-10,轻工制造,,
002240,2021-07-30,有色金属,能源金属,锂
002241,2008-05-05,电子,,
002241,2011-01-10,电子,,
002241,2021-07-30,电子,消费电子,消费电子零部件及组装
002242,2008-01-08,家用电器,,
002242,2021-07-30,家用电器,小家电,厨房小家电
002243,2008-05-08,基础化工,塑料,其他塑料制品
002243,2011-01-10,轻工制造,,
002243,2021-07-30,美容护理,化妆品,化妆品制造及其他
002244,2008-01-08,房地产,房地产开发,住宅开发
002245,2008-01-16,交通运输,,
002245,2021-07-30,电力设备,电池,锂电池
002246,2008-05-20,基础化工,化学纤维,其他化学纤维
002246,2011-10-10,基础化工,,
002246,2014-01-01,基础化工,化学制品,聚氨酯
002246,2017-06-29,基础化工,化学制品,民爆制品
002247,2008-05-20,,,
002247,2009-01-01,轻工制造,,
002247,2017-06-29,传媒,,
002247,2021-07-30,传媒,广告营销,营销代理
002247,2022-07-29,建筑材料,装修建材,其他建材
002248,2008-05-26,,,
002248,2014-01-01,机械设备,通用设备,机床工具
002249,2008-05-28,,,
002249,2014-01-01,电力设备,电机Ⅱ,电机Ⅲ
002250,2008-01-28,基础化工,,
002250,2021-07-30,基础化工,农化制品,农药
002251,2008-06-19,商贸零售,,
002251,2014-01-01,商贸零售,一般零售,超市
002252,2008-01-02,医药生物,,
002252,2021-07-30,医药生物,生物制品,血液制品
002253,2008-06-02,,,
002253,2014-01-01,计算机,,
002253,2021-07-30,计算机,软件开发,垂直应用软件
002254,2008-01-05,基础化工,化学纤维,氨纶
002255,2008-06-05,,,
002255,2014-01-01,电力设备,其他电源设备Ⅱ,火电设备
002255,2017-06-29,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ
002255,2021-07-30,电力设备,其他电源设备Ⅱ,火电设备
002256,2008-06-05,基础化工,,
002256,2011-01-10,基础化工,化学制品,涂料油墨
002256,2019-07-24,公用事业,,
002256,2021-07-30,公用事业,电力,光伏发电
002257,2008-01-25,电子,半导体,半导体材料
002258,2008-01-18,基础化工,,
002258,2021-07-30,基础化工,农化制品,农药
002259,2008-01-25,轻工制造,,
002259,2018-07-13,公用事业,燃气Ⅱ,燃气Ⅲ
002260,2008-01-25,家用电器,,
002260,2021-07-30,家用电器,小家电,厨房小家电
002261,2008-07-03,,,
002261,2009-06-01,,,
002261,2011-10-10,,,
002261,2014-01-01,传媒,,
002261,2021-07-30,社会服务,教育,教育运营及其他
002261,2022-01-21,计算机,软件开发,垂直应用软件
002262,2008-01-07,医药生物,化学制药,化学制剂
002262,2008-07-03,医药生物,化学制药,原料药
002262,2008-10-07,医药生物,化学制药,化学制剂
002263,2008-07-10,基础化工,塑料,其他塑料制品
002263,2011-01-10,轻工制造,,
002263,2015-07-01,基础化工,塑料,其他塑料制品
002263,2021-07-30,基础化工,塑料,膜材料
002264,2008-07-10,商贸零售,,
002264,2014-01-01,商贸零售,一般零售,超市
002264,2023-12-11,传媒,,
002265,2008-07-17,,,
002265,2014-01-01,汽车,,
002265,2021-07-30,汽车,汽车零部件,底盘与发动机系统
002266,2008-07-17,,,
002266,2014-01-01,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ
002266,2020-09-02,公用事业,,
002266,2021-07-30,环保,环境治理,固废治理
002267,2008-01-22,公用事业,燃气Ⅱ,燃气Ⅲ
002268,2008-07-22,,,
002268,2011-10-10,,,
002268,2014-01-01,计算机,,
002268,2017-06-29,计算机,,
002268,2021-07-30,计算机,计算机设备,其他计算机设备
002269,2008-08-13,纺织服饰,,
002269,2011-01-10,纺织服饰,,
002269,2021-07-30,纺织服饰,服装家纺,非运动服装
002270,2008-08-18,,,
002270,2014-01-01,机械设备,通用设备,机床工具
002270,2017-06-29,电力设备,,
002270,2021-07-30,电力设备,电网设备,输变电设备
002271,2008-08-22,,,
002271,2014-01-01,建筑材料,装修建材,其他建材
002271,2021-07-30,建筑材料,装修建材,防水材料
002272,2008-08-28,,,
002272,2014-01-01,机械设备,,
002272,2021-07-30,机械设备,工程机械,工程机械器件
002272,2022-07-29,电力设备,风电设备,风电零部件
002272,2023-07-06,机械设备,,
002273,2008-09-19,电子,,
002273,2011-01-10,电子,光学光电子,光学元件
002274,2008-09-05,基础化工,,
002274,2011-01-10,基础化工,,
002274,2021-07-30,基础化工,农化制品,复合肥
002274,2022-07-29,基础化工,化学原料,煤化工
002275,2009-01-29,医药生物,中药Ⅱ,中药Ⅲ
002276,2009-06-29,,,
002276,2014-01-01,电力设备,,
002276,2021-07-30,电力设备,电网设备,线缆部件及其他
002277,2009-06-30,商贸零售,,
002277,2014-01-01,商贸零售,一般零售,百货
002278,2009-07-21,,,
002278,2014-01-01,机械设备,专用设备,能源及重型设备
002279,2009-07-23,,,
002279,2014-01-01,计算机,,
002279,2021-07-30,计算机,软件开发,横向通用软件
002280,2009-07-31,,,
002280,2014-01-01,计算机,,
002280,2021-07-30,商贸零售,互联网电商,跨境电商
002281,2009-08-03,,,
002281,2014-01-01,通信,,
002281,2021-07-30,通信,通信设备,通信网络设备及器件
002282,2009-08-04,,,
002282,2011-10-10,,,
002282,2014-01-01,机械设备,通用设备,磨具磨料
002283,2009-08-04,,,
002283,2014-01-01,汽车,,
002283,2021-07-30,汽车,汽车零部件,底盘与发动机系统
002284,2009-08-10,,,
002284,2014-01-01,汽车,,
002284,2021-07-30,汽车,汽车零部件,底盘与发动机系统
002285,2009-01-10,房地产,房地产开发,住宅开发
002285,2021-07-30,房地产,房地产服务,房产租赁经纪
002286,2009-08-12,食品饮料,,
002286,2011-01-10,农林牧渔,农产品加工,其他农产品加工
002287,2009-01-12,医药生物,中药Ⅱ,中药Ⅲ
002288,2009-08-17,电子,,
002288,2011-01-10,电子,元件,印制电路板
002289,2009-01-17,电子,光学光电子,面板
002290,2009-01-20,家用电器,,
002290,2021-07-30,家用电器,家电零部件Ⅱ,家电零部件Ⅲ
002291,2009-08-18,纺织服饰,,
002291,2011-01-10,纺织服饰,服装家纺,鞋帽及其他
002291,2021-07-30,传媒,广告营销,营销代理
002292,2009-08-20,轻工制造,,
002292,2010-06-01,,,
002292,2014-01-01,传媒,,
002292,2021-07-30,传媒,影视院线,影视动漫制作
002293,2009-08-26,纺织服饰,,
002293,2011-01-10,纺织服饰,服装家纺,家纺
002294,2009-08-26,医药生物,化学制药,原料药
002294,2011-01-10,医药生物,化学制药,化学制剂
002295,2009-09-08,有色金属,,
002295,2014-01-01,有色金属,工业金属,铜
002296,2009-09-08,,,
002296,2011-10-10,,,
002296,2014-01-01,计算机,,
002296,2017-06-29,计算机,,
002296,2021-07-30,通信,通信设备,通信网络设备及器件
002297,2009-09-18,有色金属,金属新材料,其他金属新材料
002297,2011-10-10,,,
002297,2014-01-01,国防军工,航空装备Ⅱ,航空装备Ⅲ
002298,2009-09-10,,,
002298,2011-10-10,,,
002298,2014-01-01,电力设备,,
002298,2019-07-24,建筑装饰,专业工程,其他专业工程
002298,2021-07-30,计算机,软件开发,垂直应用软件
002299,2009-09-22,农林牧渔,,
002299,2011-01-10,农林牧渔,,
002299,2021-07-30,农林牧渔,养殖业,肉鸡养殖
002300,2009-09-22,,,
002300,2014-01-01,电力设备,,
002300,2021-07-30,电力设备,电网设备,线缆部件及其他
002301,2009-09-24,轻工制造,,
002301,2011-01-10,轻工制造,,
002301,2021-07-30,轻工制造,文娱用品,文化用品
002302,2009-10-12,,,
002302,2014-01-01,建筑材料,装修建材,其他建材
002302,2021-07-30,建筑材料,水泥,水泥制品
002303,2009-01-12,轻工制造,,
002303,2021-07-30,轻工制造,包装印刷,纸包装
002304,2009-01-22,食品饮料,,
002304,2021-07-30,食品饮料,白酒Ⅱ,白酒Ⅲ
002305,2009-01-22,房地产,房地产开发,住宅开发
002305,2021-07-30,房地产,房地产开发,商业地产
002306,2009-01-27,社会服务,,
002306,2021-07-30,社会服务,酒店餐饮,餐饮
002306,2022-07-29,传媒,游戏Ⅱ,游戏Ⅲ
002306,2023-07-06,社会服务,,
002307,2009-10-27,,,
002307,2011-10-10,,,
002307,2014-01-01,建筑装饰,,
002307,2021-07-30,建筑装饰,基础建设,基建市政工程
002308,2009-11-09,,,
002308,2013-07-01,,,
002308,2014-01-01,计算机,,
002308,2021-07-30,计算机,计算机设备,其他计算机设备
002309,2009-11-09,,,
002309,2014-01-01,电力设备,,
002309,2021-07-30,电力设备,光伏设备,光伏电池组件
002309,2022-07-29,电力设备,电网设备,线缆部件及其他
002310,2009-11-27,,,
002310,2011-10-10,,,
002310,2014-01-01,建筑装饰,,
002310,2016-05-25,建筑装饰,专业工程,化学工程
002310,2017-05-26,建筑装饰,,
002310,2021-07-30,建筑装饰,基础建设,园林工程
002311,2009-01-11,农林牧渔,,
002311,2021-07-30,农林牧渔,饲料,水产饲料
002312,2009-11-16,,,
002312,2011-10-10,,,
002312,2014-01-01,计算机,,
002312,2019-07-24,计算机,,
002312,2021-07-30,基础化工,农化制品,磷肥及磷化工
002313,2009-11-16,,,
002313,2014-01-01,通信,,
002313,2021-07-30,通信,通信设备,通信终端及配件
002314,2009-11-16,,,
002314,2014-01-01,建筑材料,装修建材,其他建材
002314,2018-07-13,房地产,房地产开发,住宅开发
002315,2009-11-23,,,
002315,2011-10-10,,,
002315,2014-01-01,传媒,,
002315,2021-07-30,商贸零售,互联网电商,跨境电商
002316,2009-11-23,,,
002316,2011-10-10,,,
002316,2013-07-01,,,
002316,2014-01-01,通信,,
002316,2019-07-24,计算机,,
002316,2021-07-30,非银金融,多元金融,金融信息服务
002317,2009-01-23,医药生物,中药Ⅱ,中药Ⅲ
002318,2009-01-23,钢铁,,
002318,2021-07-30,钢铁,特钢Ⅱ,特钢Ⅲ
002319,2009-01-23,基础化工,化学制品,涂料油墨
002320,2009-01-30,交通运输,,
002320,2021-07-30,交通运输,航运港口,航运
002321,2009-11-30,农林牧渔,,
002321,2011-01-10,农林牧渔,,
002321,2021-07-30,农林牧渔,养殖业,其他养殖
002322,2009-12-04,,,
002322,2014-01-01,电力设备,,
002322,2021-07-30,计算机,软件开发,垂直应用软件
002323,2009-12-04,,,
002323,2014-01-01,电力设备,,
002323,2016-05-25,建筑材料,装修建材,其他建材
002323,2022-07-01,建筑装饰,专业工程,其他专业工程
002324,2009-12-04,基础化工,塑料,其他塑料制品
002324,2011-01-10,基础化工,塑料,改性塑料
002325,2009-12-04,,,
002325,2011-10-10,,,
002325,2014-01-01,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
002326,2009-12-04,基础化工,,
002326,2011-01-10,基础化工,化学制品,氟化工
002327,2009-12-10,纺织服饰,,
002327,2011-01-10,纺织服饰,服装家纺,家纺
002328,2009-12-10,,,
002328,2014-01-01,汽车,,
002328,2021-07-30,汽车,汽车零部件,其他汽车零部件
002329,2009-12-16,食品饮料,,
002329,2011-01-10,食品饮料,,
002329,2021-07-30,食品饮料,饮料乳品,乳品
002330,2009-12-16,食品饮料,,
002330,2011-01-10,食品饮料,食品加工,肉制品
002331,2009-12-16,,,
002331,2014-01-01,计算机,,
002331,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
002332,2009-12-20,医药生物,化学制药,原料药
002332,2011-01-10,医药生物,化学制药,化学制剂
002332,2022-07-29,医药生物,化学制药,原料药
002333,2009-12-20,,,
002333,2014-01-01,建筑材料,装修建材,其他建材
002334,2009-12-24,,,
002334,2014-01-01,电力设备,,
002334,2021-07-30,机械设备,自动化设备,工控设备
002335,2009-12-24,,,
002335,2014-01-01,电力设备,,
002335,2021-07-30,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ
002336,2009-12-24,商贸零售,,
002336,2014-01-01,商贸零售,一般零售,超市
002337,2009-12-31,,,
002337,2011-10-10,,,
002337,2014-01-01,机械设备,专用设备,其他专用设备
002338,2009-12-31,,,
002338,2014-01-01,机械设备,,
002338,2021-07-30,国防军工,军工电子Ⅱ,军工电子Ⅲ
002339,2010-01-04,,,
002339,2014-01-01,电力设备,,
002339,2021-07-30,电力设备,电网设备,电网自动化设备
002340,2010-01-04,有色金属,金属新材料,其他金属新材料
002340,2021-07-30,电力设备,电池,电池化学品
002341,2010-01-05,电子,其他电子Ⅱ,其他电子Ⅲ
002341,2014-01-01,公用事业,,
002341,2019-07-24,基础化工,化学制品,其他化学制品
002341,2021-07-30,基础化工,塑料,膜材料
002342,2010-01-06,,,
002342,2014-01-01,机械设备,,
002342,2021-07-30,机械设备,通用设备,金属制品
002343,2010-01-06,基础化工,塑料,其他塑料制品
002343,2011-01-10,基础化工,,
002343,2018-06-19,传媒,,
002343,2021-07-30,传媒,影视院线,影视动漫制作
002344,2010-01-06,商贸零售,,
002344,2014-01-01,商贸零售,,
002344,2021-07-30,商贸零售,一般零售,商业物业经营
002345,2010-01-12,轻工制造,,
002345,2011-01-10,轻工制造,,
002345,2021-07-30,纺织服饰,饰品,钟表珠宝
002346,2010-01-12,,,
002346,2014-01-01,建筑材料,装修建材,其他建材
002346,2019-07-24,电力设备,,
002346,2021-07-30,电力设备,电网设备,输变电设备
002346,2022-07-29,电力设备,电网设备,配电设备
002347,2010-01-12,,,
002347,2014-01-01,机械设备,,
002347,2021-07-30,机械设备,通用设备,金属制品
002348,2010-01-14,轻工制造,,
002348,2011-01-10,轻工制造,,
002348,2021-07-30,轻工制造,文娱用品,娱乐用品
002349,2010-01-14,医药生物,中药Ⅱ,中药Ⅲ
002350,2010-01-14,,,
002350,2011-10-10,,,
002350,2014-01-01,电力设备,,
002350,2021-07-30,电力设备,电网设备,配电设备
002351,2010-01-18,电子,其他电子Ⅱ,其他电子Ⅲ
002351,2011-01-10,电子,,
002351,2021-07-30,电子,消费电子,品牌消费电子
002352,2010-01-18,,,
002352,2014-01-01,机械设备,,
002352,2017-03-01,交通运输,,
002352,2021-07-30,交通运输,物流,快递
002353,2010-01-18,,,
002353,2014-01-01,机械设备,专用设备,能源及重型设备
002354,2010-01-21,轻工制造,,
002354,2014-01-01,传媒,,
002354,2021-07-30,传媒,游戏Ⅱ,游戏Ⅲ
002355,2010-01-18,,,
002355,2014-01-01,汽车,,
002355,2021-07-30,汽车,汽车零部件,轮胎轮毂
002356,2010-01-21,,,
002356,2014-01-01,电力设备,,
002356,2017-06-29,轻工制造,,
002356,2021-07-30,商贸零售,一般零售,多业态零售
002357,2010-01-25,交通运输,,
002357,2021-07-30,交通运输,铁路公路,公交
002358,2010-01-25,,,
002358,2014-01-01,电力设备,,
002358,2021-07-30,电力设备,电网设备,输变电设备
002359,2010-01-25,,,
002359,2014-01-01,电力设备,,
002359,2018-07-13,通信,,
002359,2021-07-30,通信,通信服务,电信运营商
002360,2010-01-03,基础化工,化学制品,民爆制品
002361,2010-01-03,基础化工,化学制品,涂料油墨
002361,2021-07-30,基础化工,塑料,合成树脂
002362,2010-02-03,,,
002362,2011-10-10,,,
002362,2013-07-01,,,
002362,2014-01-01,计算机,,
002362,2021-07-30,计算机,软件开发,垂直应用软件
002363,2010-02-08,,,
002363,2014-01-01,汽车,,
002363,2021-07-30,汽车,汽车零部件,底盘与发动机系统
002364,2010-02-10,,,
002364,2014-01-01,电力设备,,
002364,2021-07-30,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ
002365,2010-01-09,医药生物,化学制药,原料药
002366,2010-02-21,家用电器,,
002366,2011-01-10,家用电器,,
002366,2015-10-26,机械设备,专用设备,其他专用设备
002366,2021-07-30,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ
002367,2010-02-21,,,
002367,2011-10-10,,,
002367,2014-01-01,机械设备,专用设备,楼宇设备
002368,2010-02-21,,,
002368,2014-01-01,计算机,,
002368,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
002369,2010-02-23,电子,其他电子Ⅱ,其他电子Ⅲ
002369,2011-01-10,电子,,
002369,2021-07-30,电子,消费电子,消费电子零部件及组装
002370,2010-01-23,医药生物,化学制药,化学制剂
002371,2010-01-23,电子,半导体,半导体材料
002371,2021-07-30,电子,半导体,半导体设备
002372,2010-03-01,,,
002372,2011-10-10,,,
002372,2014-01-01,建筑材料,装修建材,管材
002373,2010-03-01,,,
002373,2011-10-10,,,
002373,2014-01-01,计算机,,
002373,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
002374,2010-01-01,轻工制造,,
002374,2017-06-29,建筑装饰,,
002374,2021-07-30,轻工制造,包装印刷,金属包装
002375,2010-03-05,,,
002375,2014-01-01,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ
002376,2010-03-05,,,
002376,2014-01-01,计算机,,
002376,2021-07-30,计算机,计算机设备,其他计算机设备
002377,2010-01-05,基础化工,,
002377,2018-07-13,社会服务,,
002377,2019-07-24,房地产,房地产开发,住宅开发
002377,2021-07-30,房地产,房地产服务,房产租赁经纪
002378,2010-03-12,有色金属,,
002378,2014-01-01,有色金属,小金属,钨
002379,2010-03-12,有色金属,,
002379,2014-01-01,有色金属,工业金属,铝
002380,2010-03-12,,,
002380,2011-10-10,,,
002380,2014-01-01,计算机,,
002380,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
002381,2010-01-17,基础化工,橡胶,其他橡胶制品
002382,2010-01-17,基础化工,塑料,其他塑料制品
002382,2019-01-21,医药生物,,
002382,2021-07-30,医药生物,医疗器械,医疗耗材
002383,2010-03-17,,,
002383,2014-01-01,计算机,,
002383,2021-07-30,国防军工,军工电子Ⅱ,军工电子Ⅲ
002384,2010-03-22,,,
002384,2011-01-10,电子,,
002384,2019-07-24,电子,元件,印制电路板
002385,2010-01-29,农林牧渔,,
002385,2021-07-30,农林牧渔,饲料,畜禽饲料
002386,2010-01-22,基础化工,化学原料,氯碱
002387,2010-01-23,食品饮料,,
002387,2018-07-13,计算机,,
002387,2019-07-24,电子,光学光电子,面板
002388,2010-01-23,电子,其他电子Ⅱ,其他电子Ⅲ
002389,2010-03-23,电子,,
002389,2011-01-10,电子,元件,被动元件
002389,2019-07-24,国防军工,航空装备Ⅱ,航空装备Ⅲ
002390,2010-03-29,医药生物,中药Ⅱ,中药Ⅲ
002390,2014-01-01,医药生物,,
002390,2015-07-01,医药生物,中药Ⅱ,中药Ⅲ
002391,2010-01-29,基础化工,,
002391,2021-07-30,基础化工,农化制品,农药
002392,2010-04-07,,,
002392,2011-10-10,,,
002392,2014-01-01,建筑材料,装修建材,耐火材料
002393,2010-01-06,医药生物,化学制药,化学制剂
002394,2010-01-06,纺织服饰,纺织制造,棉纺
002395,2010-04-12,基础化工,塑料,其他塑料制品
002395,2011-01-10,基础化工,,
002395,2017-06-29,基础化工,塑料,其他塑料制品
002395,2021-07-30,基础化工,塑料,合成树脂
002396,2010-04-12,,,
002396,2011-10-10,,,
002396,2013-07-01,,,
002396,2014-01-01,通信,,
002396,2021-07-30,通信,通信设备,通信网络设备及器件
002397,2010-04-12,纺织服饰,,
002397,2011-01-10,纺织服饰,服装家纺,家纺
002398,2010-04-22,,,
002398,2014-01-01,建筑材料,装修建材,其他建材
002399,2010-04-21,医药生物,,
002399,2012-01-02,医药生物,化学制药,原料药
002400,2010-04-26,,,
002400,2011-10-10,,,
002400,2014-01-01,传媒,,
002400,2021-07-30,传媒,广告营销,营销代理
002401,2010-05-05,,,
002401,2014-01-01,计算机,,
002401,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
002402,2010-05-11,电子,,
002402,2011-01-10,电子,,
002402,2021-07-30,电子,消费电子,消费电子零部件及组装
002403,2010-01-10,家用电器,,
002403,2021-07-30,家用电器,小家电,厨房小家电
002404,2010-01-10,纺织服饰,,
002404,2021-07-30,纺织服饰,纺织制造,其他纺织
002405,2010-05-12,,,
002405,2011-10-10,,,
002405,2014-01-01,计算机,,
002405,2021-07-30,计算机,软件开发,垂直应用软件
002406,2010-05-18,,,
002406,2014-01-01,汽车,,
002406,2021-07-30,汽车,汽车零部件,底盘与发动机系统
002407,2010-05-12,基础化工,化学制品,其他化学制品
002407,2011-01-10,基础化工,化学制品,氟化工
002408,2010-05-12,基础化工,,
002408,2011-10-10,基础化工,,
002408,2014-01-01,基础化工,化学制品,聚氨酯
002408,2021-07-30,石油石化,炼化及贸易,其他石化
002409,2010-01-12,基础化工,化学制品,其他化学制品
002409,2020-06-08,电子,半导体,半导体材料
002410,2010-05-12,,,
002410,2011-10-10,,,
002410,2014-01-01,计算机,,
002410,2021-07-30,计算机,软件开发,垂直应用软件
002411,2010-01-12,基础化工,,
002411,2016-04-14,医药生物,化学制药,化学制剂
002411,2021-07-30,医药生物,医药商业,医药流通
002412,2010-01-12,医药生物,中药Ⅱ,中药Ⅲ
002413,2010-05-12,家用电器,白色家电,空调
002413,2011-01-10,家用电器,,
002413,2017-06-29,国防军工,航空装备Ⅱ,航空装备Ⅲ
002413,2021-07-30,国防军工,军工电子Ⅱ,军工电子Ⅲ
002414,2010-01-28,电子,其他电子Ⅱ,其他电子Ⅲ
002414,2021-07-30,国防军工,军工电子Ⅱ,军工电子Ⅲ
002415,2010-05-12,,,
002415,2014-01-01,计算机,,
002415,2017-06-29,电子,,
002415,2021-07-30,计算机,计算机设备,安防设备
002416,2010-05-10,商贸零售,,
002416,2014-01-01,商贸零售,专业连锁Ⅱ,专业连锁Ⅲ
002417,2010-05-28,,,
002417,2011-10-10,,,
002417,2014-01-01,通信,,
002417,2019-07-24,计算机,,
002417,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
002418,2010-05-12,家用电器,白色家电,空调
002418,2011-01-10,家用电器,,
002418,2021-07-30,家用电器,家电零部件Ⅱ,家电零部件Ⅲ
002419,2010-05-12,商贸零售,,
002419,2014-01-01,商贸零售,一般零售,多业态零售
002419,2017-06-29,商贸零售,一般零售,百货
002420,2010-01-12,家用电器,黑色家电,彩电
002420,2021-07-30,家用电器,家电零部件Ⅱ,家电零部件Ⅲ
002421,2010-05-20,,,
002421,2014-01-01,计算机,,
002421,2021-07-30,计算机,IT服务Ⅱ,IT服务Ⅲ
002422,2010-01-20,医药生物,化学制药,化学制剂
002423,2010-05-20,,,
002423,2011-10-10,,,
002423,2014-01-01,机械设备,,
002423,2019-07-24,非银金融,,
002423,2021-07-30,非银金融,多元金融,金融控股
002424,2010-01-20,医药生物,中药Ⅱ,中药Ⅲ
002425,2010-06-07,纺织服饰,,
002425,2011-01-10,纺织服饰,,
002425,2017-06-29,传媒,,
002425,2021-07-30,传媒,游戏Ⅱ,游戏Ⅲ
002426,2010-05-20,,,
002426,2014-01-01,机械设备,,
002426,2021-07-30,机械设备,通用设备,金属制品
002426,2022-07-29,电子,消费电子,消费电子零部件及组装
002427,2010-01-07,基础化工,化学纤维,涤纶
002428,2010-06-01,有色金属,,
002428,2014-01-01,有色金属,小金属,其他小金属
002429,2010-06-09,,,
002429,2011-01-10,家用电器,黑色家电,彩电
002430,2010-05-25,,,
002430,2011-10-10,,,
002430,2014-01-01,机械设备,专用设备,其他专用设备
002431,2010-05-24,,,
002431,2011-10-10,,,
002431,2014-01-01,建筑装饰,,
002431,2021-07-30,建筑装饰,基础建设,园林工程
002432,2010-01-25,医药生物,,
002432,2021-07-30,医药生物,医疗器械,医疗设备
002432,2022-07-29,医药生物,医疗器械,体外诊断
002433,2010-01-28,医药生物,中药Ⅱ,中药Ⅲ
002434,2010-05-28,,,
002434,2014-01-01,汽车,,
002434,2021-07-30,汽车,汽车零部件,底盘与发动机系统
002435,2010-06-10,,,
002435,2011-10-10,,,
002435,2014-01-01,机械设备,专用设备,楼宇设备
002435,2018-07-13,医药生物,化学制药,化学制剂
002436,2010-06-10,电子,其他电子Ⅱ,其他电子Ⅲ
002436,2011-01-10,电子,元件,印制电路板
002437,2010-01-01,医药生物,化学制药,化学制剂
002438,2010-06-01,,,
002438,2011-10-10,,,
002438,2014-01-01,机械设备,,
002438,2021-07-30,机械设备,通用设备,金属制品
002439,2010-06-02,,,
002439,2011-10-10,,,
002439,2014-01-01,计算机,,
002439,2021-07-30,计算机,软件开发,横向通用软件
002440,2010-01-10,基础化工,化学制品,纺织化学制品
002441,2010-06-18,,,
002441,2014-01-01,电力设备,,
002441,2021-07-30,电力设备,电网设备,配电设备
002442,2010-06-10,基础化工,,
002442,2011-01-10,基础化工,橡胶,炭黑
002443,2010-06-18,,,
002443,2012-01-08,钢铁,,
002443,2021-07-30,钢铁,特钢Ⅱ,特钢Ⅲ
002444,2010-07-12,,,
002444,2011-10-10,,,
002444,2014-01-01,机械设备,通用设备,其他通用设备
002445,2010-06-29,,,
002445,2014-01-01,机械设备,,
002445,2018-06-19,传媒,,
002445,2021-07-30,传媒,游戏Ⅱ,游戏Ⅲ
002445,2022-07-29,机械设备,通用设备,金属制品
002446,2010-07-12,,,
002446,2014-01-01,通信,,
002446,2021-07-30,国防军工,军工电子Ⅱ,军工电子Ⅲ
002447,2010-01-29,农林牧渔,渔业,水产养殖
002447,2018-07-13,传媒,,
002447,2021-07-30,传媒,游戏Ⅱ,游戏Ⅲ
002448,2010-07-12,,,
002448,2014-01-01,汽车,,
002448,2021-07-30,汽车,汽车零部件,底盘与发动机系统
002449,2010-07-12,电子,半导体,分立器件
002449,2011-01-10,电子,光学光电子,LED
002450,2010-01-29,基础化工,塑料,其他塑料制品
002450,2021-07-30,基础化工,塑料,膜材料
002451,2010-07-12,,,
002451,2014-01-01,电力设备,,
002451,2021-07-30,电力设备,电网设备,线缆部件及其他
002452,2010-07-12,,,
002452,2014-01-01,电力设备,,
002452,2021-07-30,电力设备,电网设备,输变电设备
002453,2010-01-16,基础化工,化学制品,其他化学制品
002454,2010-07-12,,,
002454,2014-01-01,汽车,,
002454,2021-07-30,汽车,汽车零部件,汽车电子电气系统
002455,2010-01-02,基础化工,化学制品,其他化学制品
002456,2010-08-02,电子,光学光电子,面板
002456,2011-01-10,电子,光学光电子,光学元件
002457,2010-07-16,,,
002457,2011-10-10,,,
002457,2014-01-01,建筑材料,装修建材,管材
002458,2010-07-29,农林牧渔,,
002458,2011-01-10,农林牧渔,,
002458,2021-07-30,农林牧渔,养殖业,肉鸡养殖
002459,2010-08-09,,,
002459,2014-01-01,机械设备,,
002459,2020-08-14,电力设备,,
002459,2021-07-30,电力设备,光伏设备,光伏电池组件
002460,2010-07-28,有色金属,,
002460,2014-01-01,有色金属,,
002460,2021-07-30,有色金属,能源金属,锂
002461,2010-01-29,食品饮料,,
002461,2021-07-30,食品饮料,非白酒,啤酒
002462,2010-01-05,医药生物,,
002462,2021-07-30,医药生物,医药商业,医药流通
002463,2010-08-09,电子,,
002463,2011-01-10,电子,元件,印制电路板
002464,2010-01-30,基础化工,塑料,其他塑料制品
002464,2017-06-29,传媒,,
